model,size,N,h,solver,sampler,cem,rbm,n_hidden,lr,reg,seed,sigma,n_samples,total_iters,conv_iter,converged,distance_at_conv,exact_energy_per_spin,energy_at_conv,avg_sampling_time_s,mean_sampling_time_all_s,distance_final,final_kl_exact,final_ess,time_to_conv_s,time_total_s
1d,121,121,0.5,gibbs,custom,False,full,121,0.0003,1e-05,1,1.0,1000,300,280,False,0.5389334186309365,-1.0635444099733649,-0.5246109913424284,0.04442775510251522,0.05186944051335255,0.5389334186309365,,0.8460939296291028,14.523443343738714,15.560832154005766
1d,121,121,0.5,gibbs,custom,False,full,121,0.01,1e-05,1,1.0,1000,300,186,True,0.06375495402010611,-1.0635444099733649,-0.9997894559532587,0.052059780806303024,0.04882696963846683,0.05892776858796811,,0.05303768207147647,9.081816352754831,14.64809089154005
1d,121,121,0.5,gibbs,custom,False,full,121,0.01,1e-05,2,1.0,1000,300,241,True,0.04375419580242923,-1.0635444099733649,-1.0197902141709356,0.05011133160442114,0.05348877154290676,0.04010398976614482,,0.07781664145937398,12.89079394184053,16.04663146287203
1d,121,121,0.5,gibbs,custom,False,full,121,0.01,1e-05,3,1.0,1000,300,225,True,0.024826280257661315,-1.0635444099733649,-1.0387181297157035,0.045172634162008764,0.047522497698664665,0.018115619291049878,,0.06287037850887729,10.69256198219955,14.2567493095994
1d,121,121,0.5,gibbs,custom,False,full,121,0.01,1e-05,4,1.0,1000,300,202,True,0.05722630609291257,-1.0635444099733649,-1.0063181038804523,0.04988575521856546,0.048430757907529674,0.04545892693128306,,0.031211985266354342,9.783013097320994,14.529227372258902
1d,121,121,0.5,gibbs,custom,False,full,121,0.01,1e-05,5,1.0,1000,300,178,True,0.062217790322154354,-1.0635444099733649,-1.0013266196512105,0.04378392416983843,0.04781761612743139,0.053625848634904605,,0.029105955048043895,8.511535670682788,14.345284838229418
1d,121,121,1.0,gibbs,custom,False,full,121,0.0003,1e-05,1,1.0,1000,300,280,False,0.25007095658255984,-1.273275307939213,-1.023204351356653,0.0441295625641942,0.045232629279295604,0.25007095658255984,,0.8501730319768377,12.665136198202768,13.569788783788681
1d,121,121,1.0,gibbs,custom,False,full,121,0.01,1e-05,1,1.0,1000,300,196,True,0.04895338407601657,-1.273275307939213,-1.2243219238631964,0.04906950052827597,0.048690714972714585,0.03662956781859927,,0.0015360606034876233,9.54338013465206,14.607214491814375
1d,121,121,1.0,gibbs,custom,False,full,121,0.01,1e-05,2,1.0,1000,300,203,True,0.04639355756782981,-1.273275307939213,-1.2268817503713831,0.050993448868393895,0.047640776286522545,0.03493134257260544,,0.0010273880558590888,9.671077586164076,14.292232885956764
1d,121,121,1.0,gibbs,custom,False,full,121,0.01,1e-05,3,1.0,1000,300,248,True,0.03100564753710433,-1.273275307939213,-1.2422696604021086,0.04780056532472372,0.04810204365601142,0.02474212784191354,,0.004686233644626626,11.929306826690834,14.430613096803427
1d,121,121,1.0,gibbs,custom,False,full,121,0.01,1e-05,4,1.0,1000,300,246,True,0.03604468291431018,-1.273275307939213,-1.2372306250249028,0.050221276842057704,0.04758163978656133,0.031086684033309497,,0.001949516524134617,11.705083387494088,14.274491935968399
1d,121,121,1.0,gibbs,custom,False,full,121,0.01,1e-05,5,1.0,1000,300,203,True,0.04217208843753206,-1.273275307939213,-1.231103219501681,0.05074324794113636,0.047797051059703034,0.02970146111533678,,0.0013305651265171044,9.702801365119717,14.33911531791091
1d,121,121,2.0,gibbs,custom,False,full,121,0.0003,1e-05,1,1.0,1000,300,280,False,0.10560841700046941,-2.1270888199467297,-2.0214804029462603,0.047033758461475374,0.04703869151572387,0.10560841700046941,,0.8661926831039849,13.170833624402682,14.11160745471716
1d,121,121,2.0,gibbs,custom,False,full,121,0.01,1e-05,1,1.0,1000,300,90,True,0.031627281572878196,-2.1270888199467297,-2.0954615383738515,0.0342218279838562,0.042097097672522066,0.014659345946010482,,0.017320321393337966,3.788738790526986,12.62912930175662
1d,121,121,2.0,gibbs,custom,False,full,121,0.01,1e-05,2,1.0,1000,300,85,True,0.0331513872981164,-2.1270888199467297,-2.0939374326486133,0.03995181769132614,0.0420750663181146,0.015160417693397932,,0.013677392964977407,3.576380637039741,12.62251989543438
1d,121,121,2.0,gibbs,custom,False,full,121,0.01,1e-05,3,1.0,1000,300,86,True,0.032478621199846014,-2.1270888199467297,-2.0946101987468837,0.03531615752726793,0.04156650101145109,0.01472698200288125,,0.047869469636570953,3.5747190869847936,12.469950303435327
1d,121,121,2.0,gibbs,custom,False,full,121,0.01,1e-05,4,1.0,1000,300,93,True,0.030138939873425752,-2.1270888199467297,-2.096949880073304,0.04331712145358324,0.04358140859752893,0.014997433007601924,,0.008274751248007611,4.053070999570191,13.074422579258679
1d,121,121,2.0,gibbs,custom,False,full,121,0.01,1e-05,5,1.0,1000,300,81,True,0.03396445482727328,-2.1270888199467297,-2.0931243651194564,0.04472403936088085,0.04249075043946505,0.015086409235499865,,0.01890774683769245,3.441750785596669,12.747225131839514
1d,121,121,3.044,gibbs,custom,False,full,121,0.0003,1e-05,1,1.0,1000,300,0,True,0.08224290687519487,-3.1266983597062743,-3.0444554528310794,0.06801301129162311,0.04563815213739872,0.06258940691377868,,0.8826586621280758,0.0,13.691445641219616
1d,121,121,3.044,gibbs,custom,False,full,121,0.01,1e-05,1,1.0,1000,300,37,True,0.029651857537268178,-3.1266983597062743,-3.097046502169006,0.045846909284591675,0.04444235819081466,0.007102675381398971,,0.07538221248247033,1.6443672530601423,13.332707457244396
1d,121,121,3.044,gibbs,custom,False,full,121,0.01,1e-05,2,1.0,1000,300,40,True,0.028535946332105766,-3.1266983597062743,-3.0981624133741685,0.04315049275755882,0.04230917803943157,0.007368620554160543,,0.14601520762786213,1.6923671215772629,12.692753411829472
1d,121,121,3.044,gibbs,custom,False,full,121,0.01,1e-05,3,1.0,1000,300,46,True,0.025729906721930096,-3.1266983597062743,-3.100968452984344,0.04035153575241566,0.041834569523731865,0.006897399527844961,,0.11298690216847333,1.9243901980916658,12.55037085711956
1d,121,121,3.044,gibbs,custom,False,full,121,0.01,1e-05,4,1.0,1000,300,40,True,0.02821999667995989,-3.1266983597062743,-3.0984783630263144,0.04192043915390968,0.04219057290504376,0.007396870354979157,,0.03739006435378927,1.6876229162017502,12.657171871513127
1d,121,121,3.044,gibbs,custom,False,full,121,0.01,1e-05,5,1.0,1000,300,32,True,0.032691265207119624,-3.1266983597062743,-3.0940070944991547,0.039642897062003614,0.0406415939455231,0.00722203539942301,,0.02438891546166758,1.3005310062567392,12.192478183656931
1d,121,121,0.5,lsb,custom,True,full,121,0.0003,1e-05,1,1.0,1000,300,280,False,0.3825036122060854,-1.0635444099733649,-0.6810407977672794,0.060983730107545854,0.06847119486580293,0.3825036122060854,,0.6008865505185598,19.17193456242482,20.541358459740877
1d,121,121,0.5,lsb,custom,True,full,121,0.01,1e-05,1,1.0,1000,300,128,True,0.012858240674904042,-1.0635444099733649,-1.0506861692984608,0.05994293466210365,0.060367581782241664,0.016052804340044968,,0.007652157183776585,7.727050468126933,18.1102745346725
1d,121,121,0.5,lsb,custom,True,full,121,0.01,1e-05,2,1.0,1000,300,120,True,0.019348304191230792,-1.0635444099733649,-1.044196105782134,0.06038931086659431,0.06746979226668676,0.024582426715098915,,0.003361600136112582,8.096375072002411,20.240937680006027
1d,121,121,0.5,lsb,custom,True,full,121,0.01,1e-05,3,1.0,1000,300,130,True,0.011772862762960745,-1.0635444099733649,-1.0517715472104041,0.05925491768866777,0.06026089166601499,0.016556315938131227,,0.0016925649309108245,7.833915916581948,18.078267499804497
1d,121,121,0.5,lsb,custom,True,full,121,0.01,1e-05,4,1.0,1000,300,120,True,0.023261142221133735,-1.0635444099733649,-1.0402832677522311,0.06742985974997281,0.060838781259953977,0.025549726984019916,,0.003909820942142436,7.300653751194477,18.251634377986193
1d,121,121,0.5,lsb,custom,True,full,121,0.01,1e-05,5,1.0,1000,300,124,True,0.017652947308283595,-1.0635444099733649,-1.0458914626650813,0.06118965353816748,0.060663356396059194,0.019990877679278984,,0.003545294087749471,7.52225619311134,18.19900691881776
1d,121,121,1.0,lsb,custom,True,full,121,0.0003,1e-05,1,1.0,1000,300,280,False,0.10743945095354923,-1.273275307939213,-1.1658358569856637,0.06135537270456552,0.06054973633339008,0.10743945095354923,,0.6543761947395123,16.953926173349224,18.164920900017023
1d,121,121,1.0,lsb,custom,True,full,121,0.01,1e-05,1,1.0,1000,300,50,True,0.09430382348032351,-1.273275307939213,-1.3675791314195365,0.059136569313704965,0.06778612130632003,0.05889664136280581,,0.002067794011221595,3.3893060653160014,20.33583639189601
1d,121,121,1.0,lsb,custom,True,full,121,0.01,1e-05,1,1.0,1000,600,111,True,0.07711974883440154,-1.273275307939213,-1.3503950567736145,0.06000779308378697,0.06422956829269727,0.07441491961347468,,0.0027762121290540744,7.129482080489397,38.53774097561836
1d,121,121,1.0,lsb,custom,True,full,121,0.01,1e-05,2,1.0,1000,300,151,True,0.06560784744858528,-1.273275307939213,-1.3388831553877982,0.06034580525010824,0.06026574802895387,0.0518262569831025,,0.006990863460941513,9.100127952372034,18.07972440868616
1d,121,121,1.0,lsb,custom,True,full,121,0.01,1e-05,3,1.0,1000,300,154,True,0.06883675257574873,-1.273275307939213,-1.3421120605149617,0.059744426608085634,0.06073573247840007,0.05768184955829869,,0.004722418682045802,9.35330280167361,18.22071974352002
1d,121,121,1.0,lsb,custom,True,full,121,0.01,1e-05,4,1.0,1000,300,146,True,0.06560652891737395,-1.273275307939213,-1.338881836856587,0.0605287067592144,0.06053703125566244,0.05134113568680965,,0.0033289003930352438,8.838406563326716,18.161109376698732
1d,121,121,1.0,lsb,custom,True,full,121,0.01,1e-05,5,1.0,1000,300,56,True,0.09235478912650441,-1.273275307939213,-1.3656300970657174,0.060971415042877196,0.06035978149622679,0.05335828385737318,,0.006500930475260673,3.3801477637887003,18.107934448868036
1d,121,121,2.0,lsb,custom,True,full,121,0.0003,1e-05,1,1.0,1000,300,280,False,0.014237831334365847,-2.1270888199467297,-2.1413266512810956,0.061199290305376054,0.06067233745008707,0.014237831334365847,,0.718252461349273,16.98825448602438,18.20170123502612
1d,121,121,2.0,lsb,custom,True,full,121,0.01,1e-05,1,1.0,1000,300,25,True,0.0749692670445885,-2.1270888199467297,-2.202058086991318,0.06016604173928499,0.06025669255604347,0.03584588883695217,,0.009837147745894708,1.5064173139010868,18.07700776681304
1d,121,121,2.0,lsb,custom,True,full,121,0.01,1e-05,2,1.0,1000,300,28,True,0.07442694549668882,-2.1270888199467297,-2.2015157654434185,0.0602974871173501,0.06001494993766149,0.03407499826223015,,0.022009663320020502,1.6804185982545217,18.004484981298447
1d,121,121,2.0,lsb,custom,True,full,121,0.01,1e-05,3,1.0,1000,300,26,True,0.0766574150058017,-2.1270888199467297,-2.2037462349525314,0.05971981789916754,0.06038863540937503,0.029970110845848996,,0.038826951428883406,1.5701045206437507,18.11659062281251
1d,121,121,2.0,lsb,custom,True,full,121,0.01,1e-05,4,1.0,1000,300,27,True,0.07579749111019884,-2.1270888199467297,-2.2028863110569286,0.060930325835943225,0.060117291112740834,0.03835852963299091,,0.03761522706365036,1.6231668600440026,18.03518733382225
1d,121,121,2.0,lsb,custom,True,full,121,0.01,1e-05,5,1.0,1000,300,78,True,0.05229264922723109,-2.1270888199467297,-2.179381469173961,0.060769339092075825,0.06020833272486925,0.03469018866332396,,0.03204593942634055,4.696249952539802,18.062499817460775
1d,121,121,3.044,lsb,custom,True,full,121,0.0003,1e-05,1,1.0,1000,300,46,True,0.05511573341838982,-3.1266983597062743,-3.0715826262878845,0.06176340840756893,0.060935371009012064,0.03929975078539094,,0.774777419789002,2.803027066414555,18.28061130270362
1d,121,121,3.044,lsb,custom,True,full,121,0.01,1e-05,1,1.0,1000,300,16,True,0.0492630674731096,-3.1266983597062743,-3.175961427179384,0.06163727473467588,0.06035640884190798,0.007453140971834582,,0.13246881114161413,0.9657025414705277,18.106922652572393
1d,121,121,3.044,lsb,custom,True,full,121,0.01,1e-05,2,1.0,1000,300,19,True,0.05174873814091541,-3.1266983597062743,-3.1784470978471897,0.0601591307669878,0.0604468880717953,0.006267754547367499,,0.15497019605359955,1.1484908733641108,18.13406642153859
1d,121,121,3.044,lsb,custom,True,full,121,0.01,1e-05,3,1.0,1000,300,16,True,0.049178700363539996,-3.1266983597062743,-3.1758770600698143,0.06001903489232063,0.060150641724467276,0.008230297051629254,,0.0962054666531542,0.9624102675914764,18.045192517340183
1d,121,121,3.044,lsb,custom,True,full,121,0.01,1e-05,4,1.0,1000,300,17,True,0.04781707660061807,-3.1266983597062743,-3.1745154363068924,0.06039204504340887,0.06052235088000695,0.005379628538141112,,0.09148131253701623,1.0288799649601181,18.156705264002085
1d,121,121,3.044,lsb,custom,True,full,121,0.01,1e-05,5,1.0,1000,300,18,True,0.0512488648385836,-3.1266983597062743,-3.177947224544858,0.06015704143792391,0.06015059009194374,0.0061686802253198,,0.17100081274681855,1.0827106216549873,18.045177027583122
1d,121,121,0.5,metropolis,custom,False,full,121,0.01,1e-05,1,1.0,1000,300,217,True,0.04866294583164077,-1.0635444099733649,-1.014881464141724,2.7249290689826013,2.7597515473142264,0.042859947396786335,,0.03537121182568294,598.8660857671871,827.925464194268
1d,121,121,0.5,metropolis,custom,False,full,121,0.01,1e-05,2,1.0,1000,300,195,True,0.05929176914231027,-1.0635444099733649,-1.0042526408310546,2.76526759788394,2.7826589867348472,0.05183684251398457,,0.021453112357635973,542.6185024132952,834.7976960204542
1d,121,121,0.5,metropolis,custom,False,full,121,0.01,1e-05,3,1.0,1000,300,194,True,0.052222170432953297,-1.0635444099733649,-1.0113222395404116,2.7307069117203353,2.769416377134621,0.044484735334637815,,0.07724069566018583,537.2667771641164,830.8249131403863
1d,121,121,0.5,metropolis,custom,False,full,121,0.01,1e-05,4,1.0,1000,300,157,True,0.04045598025948971,-1.0635444099733649,-1.0230884297138751,2.7938274551182984,2.7980914866179227,0.0374343213185413,,0.10509626724439258,439.30036339901386,839.4274459853768
1d,121,121,0.5,metropolis,custom,False,full,121,0.01,1e-05,5,1.0,1000,300,192,True,0.0636193621672616,-1.0635444099733649,-0.9999250478061033,2.7571444272994996,2.781720486842096,0.05273789261998063,,0.03410001021236319,534.0903334736824,834.5161460526288
1d,121,121,1.0,metropolis,custom,False,full,121,0.01,1e-05,1,1.0,1000,300,234,True,0.035091032199388694,-1.273275307939213,-1.2381842757398243,2.8052663343027233,2.8048651044567428,0.02695549070022496,,0.0017272734504732577,656.3384344428778,841.4595313370228
1d,121,121,1.0,metropolis,custom,False,full,121,0.01,1e-05,2,1.0,1000,300,245,True,0.03808544798624158,-1.273275307939213,-1.2351898599529714,2.8061087161302565,2.8082189129168786,0.03295905093127871,,0.0020044336321688875,688.0136336646352,842.4656738750635
1d,121,121,1.0,metropolis,custom,False,full,121,0.01,1e-05,3,1.0,1000,300,219,True,0.04161819098677144,-1.273275307939213,-1.2316571169524415,2.8071262329816817,2.805745107109348,0.03151005523223516,,0.0036658519793281315,614.4581784569472,841.7235321328044
1d,121,121,1.0,metropolis,custom,False,full,121,0.01,1e-05,4,1.0,1000,300,251,True,0.03416882585155312,-1.273275307939213,-1.2391064820876598,2.804818210750818,2.80775506435583,0.02919164007711994,,0.0014548199868239181,704.7465211533134,842.3265193067491
1d,121,121,1.0,metropolis,custom,False,full,121,0.01,1e-05,5,1.0,1000,300,253,True,0.03384300760356873,-1.273275307939213,-1.2394323003356442,2.8044371228665113,2.80769642735521,0.03058909120682407,,0.0013492735051744515,710.3471961208681,842.308928206563
1d,121,121,2.0,metropolis,custom,False,full,121,0.01,1e-05,1,1.0,1000,300,80,True,0.03460750324707096,-2.1270888199467297,-2.0924813166996588,2.810140431672335,2.8056847567856313,0.014340020962709588,,0.019442759829398564,224.4547805428505,841.7054270356894
1d,121,121,2.0,metropolis,custom,False,full,121,0.01,1e-05,2,1.0,1000,300,93,True,0.03116962453345007,-2.1270888199467297,-2.0959191954132796,2.8042726991698146,2.7987361540148656,0.014807961792829172,,0.007159109389187543,260.2824623233825,839.6208462044597
1d,121,121,2.0,metropolis,custom,False,full,121,0.01,1e-05,3,1.0,1000,300,90,True,0.03154432358721415,-2.1270888199467297,-2.0955444963595156,2.8097022706642747,2.8095058320959407,0.014998589194735956,,0.016678319646807396,252.85552488863468,842.8517496287823
1d,121,121,2.0,metropolis,custom,False,full,121,0.01,1e-05,4,1.0,1000,300,85,True,0.033042490891575405,-2.1270888199467297,-2.0940463290551543,2.8093942729756236,2.80974694468081,0.01475697952223154,,0.009985944942915095,238.82849029786885,842.924083404243
1d,121,121,2.0,metropolis,custom,False,full,121,0.01,1e-05,5,1.0,1000,300,75,True,0.03535891931864388,-2.1270888199467297,-2.091729900628086,2.8102115180343388,2.809621791007618,0.015014176058362416,,0.03210414669939719,210.72163432557136,842.8865373022854
1d,121,121,3.044,metropolis,custom,False,full,121,0.01,1e-05,1,1.0,1000,300,34,True,0.030726309554568676,-3.1266983597062743,-3.0959720501517056,2.8119887225329876,2.810360359909634,0.006525847266139806,,0.07913196975775287,95.55225223692756,843.1081079728901
1d,121,121,3.044,metropolis,custom,False,full,121,0.01,1e-05,2,1.0,1000,300,43,True,0.02695622812008791,-3.1266983597062743,-3.0997421315861864,2.8065369525924324,2.8074209081878263,0.0069144107727097115,,0.09549155364248765,120.71909905207653,842.2262724563479
1d,121,121,3.044,metropolis,custom,False,full,121,0.01,1e-05,3,1.0,1000,300,44,True,0.026895568543926274,-3.1266983597062743,-3.099802791162348,2.8109976230189204,2.810064450701078,0.006891992827899873,,0.13870770268378343,123.64283583084743,843.0193352103233
1d,121,121,3.044,metropolis,custom,False,full,121,0.01,1e-05,4,1.0,1000,300,39,True,0.028714603575004105,-3.1266983597062743,-3.09798375613127,2.8113291691988707,2.810064971099297,0.00780004348361274,,0.14682134121624696,109.5925338728726,843.0194913297892
1d,121,121,3.044,metropolis,custom,False,full,121,0.01,1e-05,5,1.0,1000,300,40,True,0.028677718744815284,-3.1266983597062743,-3.098020640961459,2.811725097335875,2.8099958792949717,0.006801687408700907,,0.028660878070716152,112.39983517179887,842.9987637884915
2d,13,169,0.5,gibbs,custom,False,full,169,0.0003,1e-05,1,1.0,1000,300,280,False,,,-0.5272520010263003,0.060241321474313735,0.0625685375307997,,,0.8229404321592537,17.519190508623918,18.770561259239912
2d,13,169,0.5,gibbs,custom,False,full,169,0.01,1e-05,1,1.0,1000,300,160,True,,,-1.7192386519261293,0.057071473263204095,0.06170900965730349,,,0.007683455013709677,9.873441545168559,18.512702897191048
2d,13,169,0.5,gibbs,custom,False,full,169,0.01,1e-05,2,1.0,1000,300,280,False,,,-2.0258006715127563,0.058009902760386464,0.06070543793340524,,,0.38434382838825976,16.99752262135347,18.211631380021572
2d,13,169,0.5,gibbs,custom,False,full,169,0.01,1e-05,3,1.0,1000,300,84,True,,,-2.0293278017615757,0.06028361842036247,0.06075076028704643,,,0.390058104945492,5.1030638641119,18.22522808611393
2d,13,169,0.5,gibbs,custom,False,full,169,0.01,1e-05,4,1.0,1000,300,75,True,,,-2.0293839119847568,0.058242733031511305,0.06080719130734603,,,0.4078613091184709,4.560539348050952,18.242157392203808
2d,13,169,0.5,gibbs,custom,False,full,169,0.01,1e-05,5,1.0,1000,300,164,True,,,-2.0291794105312095,0.06122631132602692,0.060550141371786596,,,0.4209030155052849,9.930223184973002,18.16504241153598
2d,13,169,1.0,gibbs,custom,False,full,169,0.0003,1e-05,1,1.0,1000,300,280,False,,,-1.026341359117316,0.05890503767877817,0.06109915918360154,,,0.8307215330724265,17.10776457140843,18.32974775508046
2d,13,169,1.0,gibbs,custom,False,full,169,0.01,1e-05,1,1.0,1000,300,145,True,,,-1.880808117247912,0.06279919762164354,0.061397366896271705,,,0.024607337257491032,8.902618199959397,18.41921006888151
2d,13,169,1.0,gibbs,custom,False,full,169,0.01,1e-05,2,1.0,1000,300,88,True,,,-2.122840923358592,0.05692898221313954,0.06093724171320598,,,0.07458227990823119,5.362477270762126,18.281172513961792
2d,13,169,1.0,gibbs,custom,False,full,169,0.01,1e-05,3,1.0,1000,300,85,True,,,-2.123123105356032,0.05607294514775276,0.06144132751971483,,,0.05679298884104516,5.222512839175761,18.43239825591445
2d,13,169,1.0,gibbs,custom,False,full,169,0.01,1e-05,4,1.0,1000,300,80,True,,,-2.1228890085209535,0.062033867463469505,0.06174048464745283,,,0.04867210877584905,4.9392387717962265,18.52214539423585
2d,13,169,1.0,gibbs,custom,False,full,169,0.01,1e-05,5,1.0,1000,300,111,True,,,-2.123075295567646,0.06050555184483528,0.062170611657202245,,,0.057868109098814624,6.9009378939494495,18.651183497160673
2d,13,169,2.0,gibbs,custom,False,full,169,0.0003,1e-05,1,1.0,1000,300,280,False,,,-2.025153420285823,0.06090881861746311,0.06322111457586288,,,0.846820531678809,17.701912081241606,18.966334372758865
2d,13,169,2.0,gibbs,custom,False,full,169,0.01,1e-05,1,1.0,1000,300,102,True,,,-2.5018738468510002,0.059783635661005974,0.061862381597359975,,,0.001988037120551841,6.309962922930717,18.558714479207993
2d,13,169,2.0,gibbs,custom,False,full,169,0.01,1e-05,2,1.0,1000,300,98,True,,,-2.502199491224693,0.060211768932640554,0.06133553441613913,,,0.001337341585312547,6.0108823727816345,18.400660324841738
2d,13,169,2.0,gibbs,custom,False,full,169,0.01,1e-05,3,1.0,1000,300,99,True,,,-2.5015343020842606,0.05976192634552717,0.0612259017303586,,,0.007394225496021516,6.061364271305501,18.36777051910758
2d,13,169,2.0,gibbs,custom,False,full,169,0.01,1e-05,4,1.0,1000,300,95,True,,,-2.5017679382911666,0.06182649917900562,0.06163150993486245,,,0.001969828468594773,5.854993443811933,18.489452980458736
2d,13,169,2.0,gibbs,custom,False,full,169,0.01,1e-05,5,1.0,1000,300,96,True,,,-2.5012156111802004,0.06205823831260204,0.06156168186416228,,,0.002013146415179104,5.909921458959579,18.468504559248686
2d,13,169,3.044,gibbs,custom,False,full,169,0.0003,1e-05,1,1.0,1000,300,0,True,,,-3.0441977248677863,0.07961830385029316,0.061323793629805244,,,0.8649556902167712,0.0,18.397138088941574
2d,13,169,3.044,gibbs,custom,False,full,169,0.01,1e-05,1,1.0,1000,300,72,True,,,-3.1743384647035677,0.05757906138896942,0.06127679711828629,,,0.0010304729567583767,4.411929392516613,18.383039135485888
2d,13,169,3.044,gibbs,custom,False,full,169,0.01,1e-05,2,1.0,1000,300,97,True,,,-3.186328922278092,0.06298107951879502,0.06114508204162121,,,0.0024987424787667216,5.931072958037257,18.343524612486362
2d,13,169,3.044,gibbs,custom,False,full,169,0.01,1e-05,3,1.0,1000,300,78,True,,,-3.1782970948371223,0.06048630196601153,0.06135926543424527,,,0.0019969042200833095,4.786022703871131,18.40777963027358
2d,13,169,3.044,gibbs,custom,False,full,169,0.01,1e-05,4,1.0,1000,300,71,True,,,-3.17465496761574,0.05944847259670496,0.061274059688051545,,,0.003380303442708051,4.35045823785166,18.382217906415462
2d,13,169,3.044,gibbs,custom,False,full,169,0.01,1e-05,5,1.0,1000,300,79,True,,,-3.1798097519367716,0.05614690724760294,0.060367658423880734,,,0.0015614903932358452,4.7690450154865776,18.11029752716422
2d,13,169,0.5,lsb,custom,True,full,169,0.0003,1e-05,1,1.0,1000,300,280,False,,,-0.7851182008073153,0.10768506117165089,0.10688111354907354,,,0.0808926623351327,29.92671179374059,32.06433406472206
2d,13,169,0.5,lsb,custom,True,full,169,0.01,1e-05,1,1.0,1000,300,280,True,,,-2.0121964066237097,0.10686982441693545,0.10675325290610393,,,0.7551141660713215,29.8909108137091,32.02597587183118
2d,13,169,0.5,lsb,custom,True,full,169,0.01,1e-05,2,1.0,1000,300,250,True,,,-2.0208180600937173,0.10713193621486425,0.1070992381994923,,,0.8962410821417379,26.774809549873073,32.12977145984769
2d,13,169,0.5,lsb,custom,True,full,169,0.01,1e-05,3,1.0,1000,300,236,True,,,-2.018202817098619,0.10678809657692909,0.10693694124619166,,,0.876080029360547,25.23711813410123,32.0810823738575
2d,13,169,0.5,lsb,custom,True,full,169,0.01,1e-05,4,1.0,1000,300,280,False,,,-2.0190195834964166,0.10643063988536597,0.1065077863012751,,,0.827811879272598,29.822180164357025,31.95233589038253
2d,13,169,0.5,lsb,custom,True,full,169,0.01,1e-05,5,1.0,1000,300,229,True,,,-2.019471710980748,0.10589862745255232,0.10666561214874189,,,0.8895445557892242,24.42642518206189,31.999683644622564
2d,13,169,1.0,lsb,custom,True,full,169,0.0003,1e-05,1,1.0,1000,300,280,False,,,-1.259916731961518,0.10784629099071026,0.10695156590392192,,,0.13418001043083225,29.94643845309814,32.08546977117658
2d,13,169,1.0,lsb,custom,True,full,169,0.01,1e-05,1,1.0,1000,300,247,True,,,-2.1090885263304813,0.10663190074265003,0.10707262266427278,,,0.5850797855013481,26.44693779807538,32.121786799281836
2d,13,169,1.0,lsb,custom,True,full,169,0.01,1e-05,2,1.0,1000,300,223,True,,,-2.1147075778306723,0.10682976022362708,0.10668714014192422,,,0.6092157885833531,23.791232251649102,32.00614204257727
2d,13,169,1.0,lsb,custom,True,full,169,0.01,1e-05,3,1.0,1000,300,194,True,,,-2.1102705944835627,0.1066232981160283,0.10650743089616299,,,0.6549048116358313,20.662441593855622,31.952229268848896
2d,13,169,1.0,lsb,custom,True,full,169,0.01,1e-05,4,1.0,1000,300,224,True,,,-2.1103882847311377,0.10627934895455837,0.10665833868086338,,,0.5919026650074818,23.891467864513398,31.997501604259014
2d,13,169,1.0,lsb,custom,True,full,169,0.01,1e-05,5,1.0,1000,300,200,True,,,-2.1126821311092945,0.10640461575239897,0.10641397938132285,,,0.6235915897237482,21.282795876264572,31.924193814396855
2d,13,169,2.0,lsb,custom,True,full,169,0.0003,1e-05,1,1.0,1000,300,280,False,,,-2.2191687656253114,0.10751792006194591,0.10688562123725812,,,0.2427299219590086,29.92797394643227,32.065686371177435
2d,13,169,2.0,lsb,custom,True,full,169,0.01,1e-05,1,1.0,1000,300,91,True,,,-2.469682721718554,0.10700045824050904,0.10706310334304968,,,0.04155830980128083,9.742742404217521,32.118931002914906
2d,13,169,2.0,lsb,custom,True,full,169,0.01,1e-05,2,1.0,1000,300,87,True,,,-2.489593087484769,0.1065019953995943,0.10657107030351956,,,0.045901603021485264,9.271683116406201,31.971321091055867
2d,13,169,2.0,lsb,custom,True,full,169,0.01,1e-05,3,1.0,1000,300,92,True,,,-2.483446747240618,0.10687130838632583,0.10677065111696721,,,0.053107984164665334,9.822899902760984,32.03119533509016
2d,13,169,2.0,lsb,custom,True,full,169,0.01,1e-05,4,1.0,1000,300,102,True,,,-2.4844941607480733,0.1066672408953309,0.10685410854717095,,,0.02791345148815676,10.899119071811437,32.05623256415129
2d,13,169,2.0,lsb,custom,True,full,169,0.01,1e-05,5,1.0,1000,300,88,True,,,-2.4885943082085733,0.10671475548297167,0.10675058954705795,,,0.03917803428252169,9.394051880141099,32.025176864117384
2d,13,169,3.044,lsb,custom,True,full,169,0.0003,1e-05,1,1.0,1000,300,280,False,,,-3.2322149554047988,0.10733440332114697,0.10692247934639454,,,0.32389764468567617,29.93829421699047,32.07674380391836
2d,13,169,3.044,lsb,custom,True,full,169,0.01,1e-05,1,1.0,1000,300,91,True,,,-3.254935346849858,0.10711793974041939,0.10732705442855756,,,0.0015454282270844584,9.766761952998738,32.19811632856727
2d,13,169,3.044,lsb,custom,True,full,169,0.01,1e-05,2,1.0,1000,300,101,True,,,-3.257601365799057,0.106496955268085,0.10690123027811448,,,0.0011269865939230125,10.797024258089563,32.07036908343434
2d,13,169,3.044,lsb,custom,True,full,169,0.01,1e-05,3,1.0,1000,300,108,True,,,-3.24088875971225,0.10681961607187987,0.10677186669160922,,,0.0011994939437187005,11.531361602693796,32.03156000748277
