model,size,N,h,solver,sampler,cem,rbm,n_hidden,lr,reg,seed,sigma,n_samples,total_iters,conv_iter,converged,distance_at_conv,exact_energy_per_spin,energy_at_conv,avg_sampling_time_s,mean_sampling_time_all_s,distance_final,final_kl_exact,final_ess,time_to_conv_s,time_total_s
1d,36,36,1.0,gibbs,custom,False,full,36,0.01,1e-05,3,1.0,1000,300,83,True,0.008522834286030623,-1.2736436458918527,-1.2651208116058221,0.0403663020581007,0.0378909720480442,0.0012477241235453462,,0.012283167210029679,3.144950679987669,11.367291614413261
1d,36,36,1.0,gibbs,custom,False,full,36,0.01,1e-05,4,1.0,1000,300,84,True,0.008530891934618534,-1.2736436458918527,-1.2651127539572342,0.04200940579175949,0.03960851815839608,0.001265818483647596,,0.009255380925387054,3.327115525305271,11.882555447518826
1d,36,36,1.0,gibbs,custom,False,full,36,0.01,1e-05,5,1.0,1000,300,85,True,0.009020655129554633,-1.2736436458918527,-1.2646229907622981,0.035796279460191725,0.0371184220785896,0.001348650262296136,,0.009169282438334467,3.155065876680116,11.13552662357688
1d,36,36,2.0,gibbs,custom,False,full,36,0.0003,1e-05,1,1.0,1000,300,280,False,0.03573512010204327,-2.1270888199467968,-2.0913536998447535,0.03406874909996986,0.03830720644444227,0.03573512010204327,,0.6301565026137917,10.726017804443837,11.492161933332682
1d,36,36,2.0,gibbs,custom,False,full,36,0.01,1e-05,1,1.0,1000,300,24,True,0.003923314735637007,-2.1270888199467968,-2.1231655052111598,0.04042822737246752,0.0388022248322765,1.0120346529696178e-06,,0.15977307999737753,0.9312533959746361,11.640667449682951
1d,36,36,2.0,gibbs,custom,False,full,36,0.01,1e-05,2,1.0,1000,300,24,True,0.005936252111740092,-2.1270888199467968,-2.1211525678350567,0.03753707092255354,0.03887718349695206,1.5224284410919608e-06,,0.10540358969050578,0.9330524039268494,11.663155049085617
1d,36,36,2.0,gibbs,custom,False,full,36,0.01,1e-05,3,1.0,1000,300,24,True,0.00443616378101952,-2.1270888199467968,-2.1226526561657773,0.03598542250692845,0.036430474954346814,2.7163728888446315e-06,,0.15716785423304724,0.8743313989043235,10.929142486304045
1d,36,36,2.0,gibbs,custom,False,full,36,0.01,1e-05,4,1.0,1000,300,22,True,0.004806174456435386,-2.1270888199467968,-2.1222826454903614,0.037678463570773604,0.038861600048840046,1.0908220793304224e-06,,0.0998980694770032,0.854955201074481,11.658480014652014
1d,36,36,2.0,gibbs,custom,False,full,36,0.01,1e-05,5,1.0,1000,300,24,True,0.00374035582648391,-2.1270888199467968,-2.123348464120313,0.03457145821303129,0.03696087516844273,3.3097974969642507e-06,,0.10536227139806743,0.8870610040426254,11.08826255053282
1d,36,36,3.044,gibbs,custom,False,full,36,0.0003,1e-05,1,1.0,1000,300,117,True,0.03311418964103474,-3.1266983597062743,-3.0935841700652396,0.0400772325694561,0.03826803193738063,0.011783521944119801,,0.6896300675590145,4.477359736673534,11.48040958121419
1d,36,36,3.044,gibbs,custom,False,full,36,0.01,1e-05,1,1.0,1000,300,10,True,0.004429213016455158,-3.1266983597062743,-3.122269146689819,0.03350415751338005,0.038836792993048826,9.059855576865061e-08,,0.29155582839327904,0.38836792993048824,11.651037897914648
1d,36,36,3.044,gibbs,custom,False,full,36,0.01,1e-05,2,1.0,1000,300,10,True,0.005185009783748473,-3.1266983597062743,-3.121513349922526,0.03642167262732983,0.03834861505776644,2.5421170666284354e-06,,0.36756658756055177,0.3834861505776644,11.504584517329931
1d,36,36,3.044,gibbs,custom,False,full,36,0.01,1e-05,3,1.0,1000,300,10,True,0.0044904016008096015,-3.1266983597062743,-3.1222079581054647,0.0376742672175169,0.03903078393389781,3.4072274841534522e-06,,0.4361329555064274,0.3903078393389781,11.709235180169344
1d,36,36,3.044,gibbs,custom,False,full,36,0.01,1e-05,4,1.0,1000,300,11,True,0.0037235893723481794,-3.1266983597062743,-3.122974770333926,0.03569345530122518,0.03810900943974654,2.2209255079452817e-06,,0.3771113119991588,0.41919910383721193,11.432702831923962
1d,36,36,3.044,gibbs,custom,False,full,36,0.01,1e-05,5,1.0,1000,300,10,True,0.003693632400816771,-3.1266983597062743,-3.1230047273054575,0.034933386743068694,0.03701289804031452,9.010510870766097e-08,,0.43966453453220156,0.3701289804031452,11.103869412094355
1d,36,36,0.5,lsb,custom,True,full,36,0.0003,1e-05,1,1.0,1000,300,280,False,0.18360764780616523,-1.0635444099733984,-0.8799367621672332,0.025454168021678925,0.03182527914643288,0.18360764780616523,,0.5733625305112897,8.911078161001205,9.547583743929863
1d,36,36,0.5,lsb,custom,True,full,36,0.01,1e-05,1,1.0,1000,300,220,True,0.04819298198019162,-1.0635444099733984,-1.0153514279932068,0.026072442717850208,0.025149752212067444,0.0409881368274887,,0.043853060162973495,5.532945486654838,7.5449256636202335
1d,36,36,0.5,lsb,custom,True,full,36,0.01,1e-05,2,1.0,1000,300,198,True,0.0496433979687112,-1.0635444099733984,-1.0139010120046872,0.024920610152184962,0.030718695608278116,0.04061420638030522,,0.04494996591030084,6.082301730439067,9.215608682483435
1d,36,36,0.5,lsb,custom,True,full,36,0.01,1e-05,3,1.0,1000,300,251,True,0.04036004112577274,-1.0635444099733984,-1.0231843688476256,0.025520562753081323,0.025007620317240555,0.0371164870714451,,0.05788348305123287,6.276912699627379,7.502286095172166
1d,36,36,0.5,lsb,custom,True,full,36,0.01,1e-05,4,1.0,1000,300,226,True,0.050585310322214694,-1.0635444099733984,-1.0129590996511837,0.023866881616413593,0.02510423185924689,0.043198045172449406,,0.041991510644852036,5.673556400189797,7.531269557774067
1d,36,36,0.5,lsb,custom,True,full,36,0.01,1e-05,5,1.0,1000,300,242,True,0.045398577381273064,-1.0635444099733984,-1.0181458325921253,0.025319731794297695,0.02488257779429356,0.04037322482907735,,0.06399449852716017,6.021583826219041,7.464773338288068
1d,36,36,1.0,lsb,custom,True,full,36,0.0003,1e-05,1,1.0,1000,300,280,False,0.04844953553961284,-1.2736436458918527,-1.3220931814314656,0.025418156385421754,0.025258482458690803,0.04844953553961284,,0.6152991772066626,7.072375088433425,7.577544737607241
1d,36,36,1.0,lsb,custom,True,full,36,0.01,1e-05,1,1.0,1000,300,74,True,0.01422451934868496,-1.2736436458918527,-1.2878681652405377,0.023664033226668834,0.02489682481934627,0.0009801569356988615,,0.0026538849656100555,1.842365036631624,7.469047445803881
1d,36,36,1.0,lsb,custom,True,full,36,0.01,1e-05,2,1.0,1000,300,112,True,0.004335841899314685,-1.2736436458918527,-1.2779794877911674,0.025699452310800553,0.025406259981294473,0.0019497501149949859,,0.003933115694522866,2.845501117904981,7.621877994388342
1d,36,36,1.0,lsb,custom,True,full,36,0.01,1e-05,3,1.0,1000,300,97,True,0.004066240820194356,-1.2736436458918527,-1.277709886712047,0.02462469320744276,0.024981705906490483,0.000851127459053469,,0.002636082362224681,2.423225472929577,7.494511771947145
1d,36,36,1.0,lsb,custom,True,full,36,0.01,1e-05,4,1.0,1000,300,79,True,0.005503392522699935,-1.2736436458918527,-1.2791470384145527,0.02519178781658411,0.025172193497419358,0.0009395660006488171,,0.0017177944807119877,1.9886032862961294,7.551658049225807
1d,36,36,1.0,lsb,custom,True,full,36,0.01,1e-05,5,1.0,1000,300,81,True,0.003899612301327293,-1.2736436458918527,-1.27754325819318,0.024338702857494354,0.024916446271042027,0.002568027272774609,,0.0026861556024342535,2.018232147954404,7.474933881312608
1d,36,36,2.0,lsb,custom,True,full,36,0.0003,1e-05,1,1.0,1000,300,280,False,0.10392437206894645,-2.1270888199467968,-2.231013192015743,0.025047853030264376,0.025191411152482034,0.10392437206894645,,0.6785974792103384,7.053595122694969,7.557423345744611
1d,36,36,2.0,lsb,custom,True,full,36,0.01,1e-05,1,1.0,1000,300,50,True,0.005891926202736819,-2.1270888199467968,-2.1329807461495336,0.02479074876755476,0.025326422589520614,0.00036314413629146003,,0.18516506815028536,1.2663211294760308,7.597926776856184
1d,36,36,2.0,lsb,custom,True,full,36,0.01,1e-05,2,1.0,1000,300,54,True,0.006355964321659524,-2.1270888199467968,-2.1334447842684563,0.025494443997740746,0.02526068759461244,0.00031408165568835855,,0.15132722699547646,1.3640771301090717,7.578206278383732
1d,36,36,2.0,lsb,custom,True,full,36,0.01,1e-05,3,1.0,1000,300,52,True,0.007022523956231819,-2.1270888199467968,-2.1341113439030286,0.02387336492538452,0.02491206449766954,0.0004670730516393995,,0.18760745733833195,1.295427353878816,7.473619349300861
1d,36,36,2.0,lsb,custom,True,full,36,0.01,1e-05,4,1.0,1000,300,49,True,0.005155361925961888,-2.1270888199467968,-2.1322441818727587,0.025360355153679848,0.025126064990957576,0.00029131874236298927,,0.18626256008235045,1.2311771845569213,7.5378194972872725
1d,36,36,2.0,lsb,custom,True,full,36,0.01,1e-05,5,1.0,1000,300,51,True,0.0062003798555183565,-2.1270888199467968,-2.133289199802315,0.02520145960152149,0.02517514705657959,0.0003327156845220891,,0.2296217492090181,1.283932499885559,7.552544116973877
1d,36,36,3.044,lsb,custom,True,full,36,0.0003,1e-05,1,1.0,1000,300,136,True,0.09749563417599694,-3.1266983597062743,-3.2241939938822712,0.025294148363173008,0.025368846481045086,0.0815833987079837,,0.7267349837018066,3.4501631214221318,7.610653944313526
1d,36,36,3.044,lsb,custom,True,full,36,0.01,1e-05,1,1.0,1000,300,25,True,0.004899241111432584,-3.1266983597062743,-3.131597600817707,0.025015108101069928,0.02519856832921505,1.5534871354194735e-05,,0.4873677763179086,0.6299642082303762,7.559570498764515
1d,36,36,3.044,lsb,custom,True,full,36,0.01,1e-05,2,1.0,1000,300,25,True,0.005331502073807393,-3.1266983597062743,-3.1320298617800817,0.024936576187610627,0.025125712603330613,2.8045274381049978e-05,,0.5089036313451019,0.6281428150832653,7.537713780999184
1d,36,36,3.044,lsb,custom,True,full,36,0.01,1e-05,3,1.0,1000,300,25,True,0.005211860579735106,-3.1266983597062743,-3.1319102202860094,0.02490831259638071,0.02506718661636114,7.884059871043902e-05,,0.44643065275033805,0.6266796654090285,7.520155984908342
1d,36,36,3.044,lsb,custom,True,full,36,0.01,1e-05,4,1.0,1000,300,24,True,0.005543483894270285,-3.1266983597062743,-3.1322418436005446,0.02513871304690838,0.0251775728041927,8.16695351280039e-05,,0.482994085117707,0.6042617473006249,7.553271841257811
1d,36,36,3.044,lsb,custom,True,full,36,0.01,1e-05,5,1.0,1000,300,23,True,0.006645498135618322,-3.1266983597062743,-3.1333438578418926,0.0255516542121768,0.025323937038580577,0.00021442996809417636,,0.4457714721479584,0.5824505518873533,7.597181111574173
1d,36,36,0.5,metropolis,custom,False,full,36,0.01,1e-05,1,1.0,1000,300,191,True,0.00483952655768527,-1.0635444099733984,-1.0587048834157131,0.4484881669282913,0.4419647764414549,0.0003001711866454926,,0.536922412000538,84.41527230031788,132.58943293243647
1d,36,36,0.5,metropolis,custom,False,full,36,0.01,1e-05,2,1.0,1000,300,187,True,0.003425224481014899,-1.0635444099733984,-1.0601191854923835,0.41171468514949083,0.417864626335601,0.00022388905607062526,,0.5388192237530558,78.14068512475738,125.3593879006803
1d,36,36,0.5,metropolis,custom,False,full,36,0.01,1e-05,3,1.0,1000,300,175,True,0.004442988527528113,-1.0635444099733984,-1.0591014214458703,0.414156524091959,0.41899167754997807,0.00017035350277594397,,0.5660128260093573,73.32354357124616,125.69750326499341
1d,36,36,0.5,metropolis,custom,False,full,36,0.01,1e-05,4,1.0,1000,300,176,True,0.004066823174900369,-1.0635444099733984,-1.059477586798498,0.4066540779545903,0.4130515535796682,0.0002265796954643573,,0.544980455940345,72.6970734300216,123.91546607390046
1d,36,36,0.5,metropolis,custom,False,full,36,0.01,1e-05,5,1.0,1000,300,173,True,0.0036659176120150683,-1.0635444099733984,-1.0598784923613833,0.39686087928712366,0.4105148132145405,0.0001923595546176049,,0.5180913154849778,71.0190626861155,123.15444396436214
1d,36,36,1.0,metropolis,custom,False,full,36,0.01,1e-05,1,1.0,1000,300,88,True,0.008203551805527676,-1.2736436458918527,-1.265440094086325,0.4442013693973422,0.44795547814418873,0.0014112506549481818,,0.01314901740225072,39.42008207668861,134.38664344325662
1d,36,36,1.0,metropolis,custom,False,full,36,0.01,1e-05,2,1.0,1000,300,87,True,0.00901309264629857,-1.2736436458918527,-1.2646305532455542,0.43355743754655124,0.4346301576619347,0.0014429830933229137,,0.012945335475026172,37.81282371658832,130.3890472985804
1d,36,36,1.0,metropolis,custom,False,full,36,0.01,1e-05,3,1.0,1000,300,83,True,0.008515277072728145,-1.2736436458918527,-1.2651283688191246,0.44318258501589297,0.4469715772320827,0.001262193931219846,,0.010987296340251307,37.098640910262866,134.0914731696248
1d,36,36,1.0,metropolis,custom,False,full,36,0.01,1e-05,4,1.0,1000,300,83,True,0.008418067982897126,-1.2736436458918527,-1.2652255779089556,0.4398532997816801,0.4416971411183476,0.0013269112273801564,,0.01062578680577477,36.660862712822855,132.5091423355043
1d,36,36,1.0,metropolis,custom,False,full,36,0.01,1e-05,5,1.0,1000,300,90,True,0.007766305257659534,-1.2736436458918527,-1.2658773406341932,0.43451375905424355,0.43892999706168967,0.0012988503908983873,,0.011653103030967817,39.50369973555207,131.6789991185069
1d,36,36,2.0,metropolis,custom,False,full,36,0.01,1e-05,1,1.0,1000,300,26,True,0.004068125628009067,-2.1270888199467968,-2.1230206943187877,0.44991470109671355,0.45059546834478775,4.173932068418651e-06,,0.15141722304937558,11.715482176964482,135.17864050343633
1d,36,36,2.0,metropolis,custom,False,full,36,0.01,1e-05,2,1.0,1000,300,25,True,0.005330607320842784,-2.1270888199467968,-2.121758212625954,0.4498154541477561,0.44466671597212554,2.4469232768886684e-06,,0.0810314973624857,11.116667899303138,133.40001479163766
1d,36,36,2.0,metropolis,custom,False,full,36,0.01,1e-05,3,1.0,1000,300,21,True,0.005624905416367287,-2.1270888199467968,-2.1214639145304295,0.4555527713149786,0.4605033531039953,3.1096287456122695e-07,,0.13228257313433436,9.670570415183901,138.1510059311986
1d,36,36,2.0,metropolis,custom,False,full,36,0.01,1e-05,4,1.0,1000,300,20,True,0.006034608514168038,-2.1270888199467968,-2.1210542114326287,0.4509689761325717,0.4544222255423665,4.6605433778879046e-07,,0.11931760630469795,9.08844451084733,136.32666766270995
1d,36,36,2.0,metropolis,custom,False,full,36,0.01,1e-05,5,1.0,1000,300,25,True,0.004518196514043282,-2.1270888199467968,-2.1225706234327535,0.45398387163877485,0.46050681961079437,4.52595717082005e-06,,0.10623790968692254,11.512670490269858,138.15204588323832
1d,36,36,3.044,metropolis,custom,False,full,36,0.01,1e-05,1,1.0,1000,300,11,True,0.004186676615154816,-3.1266983597062743,-3.1225116830911195,0.45960318874567746,0.4632985981181264,5.863660677007942e-07,,0.35033335513829383,5.0962845792993905,138.98957943543792
1d,36,36,3.044,metropolis,custom,False,full,36,0.01,1e-05,2,1.0,1000,300,13,True,0.0031917915726968893,-3.1266983597062743,-3.1235065681335774,0.45629336815327404,0.4603141921261946,1.6361270209763745e-06,,0.3497773047579989,5.98408449764053,138.0942576378584
1d,36,36,3.044,metropolis,custom,False,full,36,0.01,1e-05,3,1.0,1000,300,12,True,0.0034135413856213326,-3.1266983597062743,-3.123284818320653,0.4603548999875784,0.46459600908060866,3.238030106267331e-07,,0.36255823716490826,5.575152108967304,139.3788027241826
1d,36,36,3.044,metropolis,custom,False,full,36,0.01,1e-05,4,1.0,1000,300,10,True,0.0047095129160905636,-3.1266983597062743,-3.1219888467901837,0.45699914917349815,0.45317305522660417,2.9958378484629122e-06,,0.4458878804133335,4.531730552266041,135.95191656798124
1d,36,36,3.044,metropolis,custom,False,full,36,0.01,1e-05,5,1.0,1000,300,9,True,0.004219231622149877,-3.1266983597062743,-3.1224791280841244,0.4592928109690547,0.46211154002696275,2.928831793536091e-06,,0.3440597297263682,4.159003860242665,138.63346200808883
2d,4,16,0.5,gibbs,custom,False,full,16,0.0003,1e-05,1,1.0,1000,300,280,False,1.2147666721423573,-2.031290853295019,-0.8165241811526617,0.02691183928400278,0.029170012089113396,1.2147666721423573,3.7159399101801847,0.10294444186678858,8.16760338495175,8.751003626734018
2d,4,16,0.5,gibbs,custom,False,full,16,0.0003,1e-05,2,1.0,1000,300,280,False,1.211060216270342,-2.031290853295019,-0.8202306370246768,0.02814873419702053,0.029051756287614503,1.211060216270342,3.687226015551753,0.11855978197624818,8.134491760532061,8.715526886284351
2d,4,16,0.5,gibbs,custom,False,full,16,0.0003,1e-05,3,1.0,1000,300,280,False,1.2121284836351474,-2.031290853295019,-0.8191623696598714,0.029146313853561878,0.0288735090320309,1.2121284836351474,3.737271449227918,0.11717717457169136,8.084582528968653,8.66205270960927
2d,4,16,0.5,gibbs,custom,False,full,16,0.0003,1e-05,4,1.0,1000,300,280,False,1.205883104966677,-2.031290853295019,-0.825407748328342,0.02855905406177044,0.029202429689466954,1.205883104966677,3.7120141487385716,0.1703783650535846,8.176680313050747,8.760728906840086
2d,4,16,0.5,gibbs,custom,False,full,16,0.01,1e-05,1,1.0,1000,300,44,True,0.0017941691880403177,-2.031290853295019,-2.0294966841069786,0.027173995226621627,0.028279942485193412,3.1656438688187905e-06,0.03945681934711001,0.9394063133059324,1.2443174693485102,8.483982745558023
2d,4,16,0.5,gibbs,custom,False,full,16,0.01,1e-05,2,1.0,1000,300,45,True,0.002076946617944664,-2.031290853295019,-2.0292139066770742,0.025601300597190856,0.029813406306008497,2.3969091186515357e-05,0.022297884030182298,0.9493798318253314,1.3416032837703824,8.94402189180255
2d,4,16,0.5,gibbs,custom,False,full,16,0.01,1e-05,3,1.0,1000,300,37,True,0.0021820820025331145,-2.031290853295019,-2.029108771292486,0.028428946062922476,0.029267389302452405,4.387330788357957e-05,0.03003003834482084,0.9374710054520389,1.082893404190739,8.780216790735722
2d,4,16,0.5,gibbs,custom,False,full,16,0.01,1e-05,4,1.0,1000,300,44,True,0.002199446007497219,-2.031290853295019,-2.0290914072875217,0.029633703269064428,0.03058630178372065,2.2091307959826167e-05,0.02816126286640777,0.9284922114560318,1.3457972784837087,9.175890535116196
2d,4,16,0.5,gibbs,custom,False,full,16,0.01,1e-05,5,1.0,1000,300,39,True,0.0023391912897530176,-2.031290853295019,-2.028951662005266,0.028916499763727187,0.029525592712064584,5.2579360303006695e-05,0.018576122053477417,0.9503319918587176,1.1514981157705189,8.857677813619375
2d,4,16,1.0,gibbs,custom,False,full,16,0.0003,1e-05,1,1.0,1000,300,280,False,0.856828636395496,-2.125662346927887,-1.268833710532391,0.02808366697281599,0.028957151609162488,0.856828636395496,3.8135257101240834,0.14618092376645905,8.108002450565497,8.687145482748747
2d,4,16,1.0,gibbs,custom,False,full,16,0.0003,1e-05,2,1.0,1000,300,280,False,0.8535322546695103,-2.125662346927887,-1.2721300922583767,0.027938065491616725,0.029386889052887756,0.8535322546695103,3.7625450086093,0.14036907321412007,8.228328934808571,8.816066715866327
2d,4,16,1.0,gibbs,custom,False,full,16,0.0003,1e-05,3,1.0,1000,300,280,False,0.8562121422468527,-2.125662346927887,-1.2694502046810343,0.027635101601481436,0.029275203856329122,0.8562121422468527,3.8073974039195244,0.15893122420776667,8.197057079772154,8.782561156898737
2d,4,16,1.0,gibbs,custom,False,full,16,0.0003,1e-05,4,1.0,1000,300,280,False,0.8522024820051222,-2.125662346927887,-1.2734598649227649,0.026121331751346587,0.029417867437005044,0.8522024820051222,3.812807668059829,0.1980829430421008,8.237002882361413,8.825360231101513
2d,4,16,1.0,gibbs,custom,False,full,16,0.01,1e-05,1,1.0,1000,300,44,True,0.0021823191308301126,-2.125662346927887,-2.123480027797057,0.026571086794137954,0.028418358514706293,6.096393028220959e-05,0.11350573578347696,0.7761170853341134,1.250407774647077,8.525507554411888
2d,4,16,1.0,gibbs,custom,False,full,16,0.01,1e-05,2,1.0,1000,300,48,True,0.0025147303611117167,-2.125662346927887,-2.1231476165667753,0.027091066353023052,0.02896165964504083,8.792486632103191e-06,0.09819556844106678,0.7908566921375904,1.39015966296196,8.688497893512249
2d,4,16,1.0,gibbs,custom,False,full,16,0.01,1e-05,3,1.0,1000,300,37,True,0.0024620637053742733,-2.125662346927887,-2.1232002832225128,0.02928750719875097,0.02988424140959978,7.626152302764311e-05,0.11328080778112065,0.778825888249132,1.1057169321551918,8.965272422879934
2d,4,16,1.0,gibbs,custom,False,full,16,0.01,1e-05,4,1.0,1000,300,44,True,0.0028743300751643552,-2.125662346927887,-2.1227880168527227,0.025675784423947336,0.028057755877574284,1.682816827219824e-06,0.09109187225429505,0.7723321019188308,1.2345412586132685,8.417326763272285
2d,4,16,1.0,gibbs,custom,False,full,16,0.01,1e-05,5,1.0,1000,300,43,True,0.002193983277744227,-2.125662346927887,-2.123468363650143,0.026748384721577166,0.028713576222459476,2.014284939688693e-05,0.09222754038189532,0.7986701464718879,1.2346837775657575,8.614072866737843
2d,4,16,2.0,gibbs,custom,False,full,16,0.0003,1e-05,1,1.0,1000,300,280,False,0.31052034043531895,-2.5118871523544084,-2.2013668119190895,0.02627897635102272,0.028574244988461336,0.31052034043531895,3.9080312546453633,0.43375494967061745,8.000788596769175,8.5722734965384
2d,4,16,2.0,gibbs,custom,False,full,16,0.0003,1e-05,2,1.0,1000,300,280,False,0.31392007539055244,-2.5118871523544084,-2.197967076963856,0.03059829380363226,0.028921555218597253,0.31392007539055244,3.9219279730239345,0.2628458187087457,8.09803546120723,8.676466565579176
2d,4,16,2.0,gibbs,custom,False,full,16,0.0003,1e-05,3,1.0,1000,300,280,False,0.31169919989766326,-2.5118871523544084,-2.200187952456745,0.02706393375992775,0.028886413276195524,0.31169919989766326,3.870169259550809,0.343248601556139,8.088195717334747,8.665923982858658
2d,4,16,2.0,gibbs,custom,False,full,16,0.0003,1e-05,4,1.0,1000,300,280,False,0.309698008797604,-2.5118871523544084,-2.2021891435568044,0.027514214254915716,0.029794912276168664,0.309698008797604,3.924625004073577,0.4171907364595865,8.342575437327225,8.9384736828506
2d,4,16,2.0,gibbs,custom,False,full,16,0.01,1e-05,1,1.0,1000,300,44,True,0.00379848074207656,-2.5118871523544084,-2.508088671612332,0.02751702442765236,0.029270226334532103,0.00011021809393163551,0.7671975455421303,0.36735530629574975,1.2878899587194126,8.78106790035963
2d,4,16,2.0,gibbs,custom,False,full,16,0.01,1e-05,2,1.0,1000,300,55,True,0.003752947004280749,-2.5118871523544084,-2.5081342053501277,0.0257796548306942,0.029537125813464325,0.00019905208458270707,0.7144076449623211,0.3938422368299001,1.6245419197405377,8.861137744039297
2d,4,16,2.0,gibbs,custom,False,full,16,0.01,1e-05,3,1.0,1000,300,35,True,0.0029674008973805677,-2.5118871523544084,-2.508919751457028,0.027507547102868558,0.029092253011961777,4.260943995282318e-05,0.7523590037139418,0.3765157942513308,1.0182288554186623,8.727675903588533
2d,4,16,2.0,gibbs,custom,False,full,16,0.01,1e-05,4,1.0,1000,300,54,True,0.004182228049195658,-2.5118871523544084,-2.5077049243052127,0.027910993807017802,0.028530114057163398,2.1055495795341272e-05,0.6708104935744574,0.3609472466422537,1.5406261590868235,8.55903421714902
2d,4,16,2.0,gibbs,custom,False,full,16,0.01,1e-05,5,1.0,1000,300,49,True,0.0036355994607162323,-2.5118871523544084,-2.508251552893692,0.02769246157258749,0.028220240511000156,7.308857315591055e-05,0.6807140499173937,0.378276570800015,1.3827917850390077,8.466072153300047
2d,4,16,0.5,lsb,custom,True,full,16,0.0003,1e-05,1,1.0,1000,300,280,False,1.0547930818844231,-2.031290853295019,-0.9764977714105958,0.01249945219606161,0.012413443885743619,1.0547930818844231,3.354183500516174,0.1842552784142831,3.475764288008213,3.724033165723086
2d,4,16,0.5,lsb,custom,True,full,16,0.01,1e-05,1,1.0,1000,300,92,True,0.007991792710552392,-2.031290853295019,-2.0232990605844665,0.012606227770447731,0.013028010204434394,0.001529306382526574,0.40041826391651353,0.868885318925724,1.1985769388079643,3.9084030613303185
2d,4,16,0.5,lsb,custom,True,full,16,0.01,1e-05,2,1.0,1000,300,109,True,0.010605414891261322,-2.031290853295019,-2.0206854384037576,0.012728211283683778,0.012867916139463583,0.003854607685672473,1.1941459957322653,0.6512391470086403,1.4026028592015305,3.860374841839075
2d,4,16,0.5,lsb,custom,True,full,16,0.01,1e-05,3,1.0,1000,300,87,True,0.010048503068812664,-2.031290853295019,-2.0212423502262062,0.01274611372500658,0.013429928533732892,0.005954431125635207,0.13764969848909314,0.9751283778620717,1.1684037824347615,4.028978560119867
2d,4,16,0.5,lsb,custom,True,full,16,0.01,1e-05,4,1.0,1000,300,121,True,0.005064082648977397,-2.031290853295019,-2.0262267706460415,0.012361238338053226,0.012834202647209168,0.003004767354397142,0.8430264193280392,0.7497345094563201,1.5529385203123094,3.8502607941627502
2d,4,16,0.5,lsb,custom,True,full,16,0.01,1e-05,5,1.0,1000,300,104,True,0.006604313325084821,-2.031290853295019,-2.024686539969934,0.012551477551460266,0.013392347047726313,0.004099542193426675,0.8222637410336077,0.7386949571299462,1.3928040929635366,4.017704114317894
2d,4,16,1.0,lsb,custom,True,full,16,0.0003,1e-05,1,1.0,1000,300,280,False,0.7060626549012636,-2.125662346927887,-1.4195996920266234,0.012914630770683288,0.012706333237389723,0.7060626549012636,3.386717319366138,0.2552797490659193,3.557773306469122,3.8118999712169166
2d,4,16,1.0,lsb,custom,True,full,16,0.01,1e-05,1,1.0,1000,300,78,True,0.010335330788814101,-2.125662346927887,-2.115327016139073,0.012344389222562313,0.012728559039533138,0.003621421709363304,0.7358137134931175,0.6666223154994674,0.9928276050835847,3.8185677118599415
2d,4,16,1.0,lsb,custom,True,full,16,0.01,1e-05,2,1.0,1000,300,91,True,0.02522477666023004,-2.125662346927887,-2.100437570267657,0.013248663768172264,0.012976649329066276,0.01735755702183228,1.0685981733720367,0.5768936941257155,1.180875088945031,3.8929947987198825
2d,4,16,1.0,lsb,custom,True,full,16,0.01,1e-05,3,1.0,1000,300,71,True,0.010563454760776025,-2.125662346927887,-2.115098892167111,0.01230650171637535,0.013035135008394719,0.0011093692862957916,0.34884437235786797,0.8968951793568093,0.925494585596025,3.9105405025184155
2d,4,16,1.0,lsb,custom,True,full,16,0.01,1e-05,4,1.0,1000,300,88,True,0.02206582776299104,-2.125662346927887,-2.103596519164896,0.012284974195063114,0.012752748678127925,0.011309558950224119,0.9202573074854115,0.5811167826371546,1.1222418836752575,3.8258246034383774
2d,4,16,1.0,lsb,custom,True,full,16,0.01,1e-05,5,1.0,1000,300,86,True,0.015787475616321878,-2.125662346927887,-2.109874871311565,0.01272039134055376,0.012885349243879319,0.0055807829559317845,0.6314475508155742,0.7145814348332296,1.1081400349736215,3.8656047731637955
2d,4,16,2.0,lsb,custom,True,full,16,0.0003,1e-05,1,1.0,1000,300,280,False,0.1868805508413831,-2.5118871523544084,-2.3250066015130253,0.012571817077696324,0.012866770066320896,0.1868805508413831,3.4799318337975427,0.3938772640402862,3.602695618569851,3.860031019896269
2d,4,16,2.0,lsb,custom,True,full,16,0.01,1e-05,1,1.0,1000,300,80,True,0.03264409839265969,-2.5118871523544084,-2.4792430539617487,0.012731204181909562,0.012764398977160453,0.025344463825540675,3.0210735030883002,0.09666443160261597,1.0211519181728361,3.8293196931481357
2d,4,16,2.0,lsb,custom,True,full,16,0.01,1e-05,2,1.0,1000,300,92,True,0.04606261521181798,-2.5118871523544084,-2.4658245371425904,0.012669707834720611,0.012759758494794368,0.03399536058260777,2.9107172463923865,0.09246835854936505,1.1738977815210818,3.8279275484383106
2d,4,16,2.0,lsb,custom,True,full,16,0.01,1e-05,3,1.0,1000,300,22,True,0.03347852079538782,-2.5118871523544084,-2.4784086315590206,0.01256939098238945,0.012859831129511197,0.02065368826253433,2.289951053575421,0.2124152600309324,0.28291628484924636,3.8579493388533592
